ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,doi,year,note
P_0000000089,0000000089,pdf,2,42,TEXT ANALYTICS TO SUPPORT SENSE-MAKING IN SOCIAL MEDIA: A LANGUAGE-ACTION PERSPECTIVE 1,MIS Quarterly,"Abbasi, Ahmed and Zhou, Yilu and Deng, Shasha and Zhang, Pengzhu",lfoppiano/grobid:0.8.1,data/pdfs/42_2/AbbasZhouDengEtAl2018.pdf,article,10.25300/MISQ/2018/13239,,
P_0000000090,0000000090,pdf,2,20,"Productivity, Business Profitability, and Consumer Surplus: Three Different Measures of Information Technology Value1, 2",MIS Quarterly,"Hitt, Lorin M and Brynjolfsson, Erik",lfoppiano/grobid:0.8.1,data/pdfs/20_2/HittBrynjolfsson1996.pdf,article,,,
P_0000000091,0000000091,pdf,2,32,EXPLAINING VARIATIONS IN CLIENT EXTRA COSTS BETWEEN SOFTWARE PROJECTS OFFSHORED TO INDIA 1,MIS Quarterly,"Dibbern, Jens and Winkler, Jessica and Heinzl, Armin",lfoppiano/grobid:0.8.1,data/pdfs/32_2/DibbernWinklerHeinzl2006.pdf,article,,,
P_0000000092,0000000092,pdf,4,28,USER ACCEPTANCE OF HEDONIC INFORMATION SYSTEMS 1,MIS Quarterly,"Van Der Heijden, Hans",lfoppiano/grobid:0.8.1,data/pdfs/28_4/vanderHeijden2004.pdf,article,,,
P_0000000093,0000000093,pdf,1,5,Observing Organizational Environments: A Systematic Approach for Information Analysts*,MIS Quarterly,"Kendall, Kenneth E and Kendall, Julie E and Jenkins, A. Milton",lfoppiano/grobid:0.8.1,data/pdfs/5_1/KendallKendall1981.pdf,article,,,
P_0000000094,0000000094,pdf,3,35,CONTROL OVER VIRTUAL WORLDS BY GAME COMPANIES: ISSUES AND RECOMMENDATIONS 1,MIS Quarterly,"Roquilly, Christophe",lfoppiano/grobid:0.8.1,data/pdfs/35_3/Roquilly2011.pdf,article,,,
P_0000000095,0000000095,pdf,1,44,"TRAJECTORIES OF REPEATED READMISSIONS OF CHRONIC DISEASE PATIENTS: RISK STRATIFICATION, PROFILING, AND PREDICTION 1",MIS Quarterly,"Ben-Assuli, Ofir and Padman, Rema",lfoppiano/grobid:0.8.1,data/pdfs/44_1/BenAssuliPadman2020.pdf,article,10.25300/MISQ/2020/15101,,
P_0000000096,0000000096,pdf,4,44,CORPORATE STRATEGY CHANGES AND INFORMATION TECHNOLOGY CONTROL EFFECTIVENESS IN MULTIBUSINESS FIRMS 1,MIS Quarterly,"Tanriverdi, Hüseyin and Du, Kui",lfoppiano/grobid:0.8.1,data/pdfs/44_4/TanriverdiDu2020.pdf,article,10.25300/MISQ/2020/14223,,
P_0000000097,0000000097,pdf,1,20,Measuring the Linkage Between Business and Information Technology Objectives,MIS Quarterly,"Reich, Blaize Horner and Benbasat, Izak",lfoppiano/grobid:0.8.1,data/pdfs/20_1/ReichBenbasat1996.pdf,article,,,
P_0000000098,0000000098,pdf,2,46,EDITOR'S COMMENTS RESEARCH ARTICLE,MIS Quarterly,,lfoppiano/grobid:0.8.1,data/pdfs/46_2/MirandaBerenteSeidelEtAl2022.pdf,article,,,
P_0000000099,0000000099,pdf,1,45,SPECIAL ISSUE: NEXT GENERATION IS THEORIES CONNECTING THE PARTS WITH THE WHOLE: TOWARD AN INFORMATION ECOLOGY THEORY OF DIGITAL INNOVATION ECOSYSTEMS 1,MIS Quarterly,"Wang, Ping",lfoppiano/grobid:0.8.1,data/pdfs/45_1/Wang2021.pdf,article,10.25300/MISQ/2021/15864,,
P_0000000100,0000000100,pdf,1,12,Matching Computer-Based Information Systems with Organizational Structures,MIS Quarterly,"Leifer, Richard",lfoppiano/grobid:0.8.1,data/pdfs/12_1/Leifer1988.pdf,article,,,
P_0000000101,0000000101,pdf,1,46,EFFECTS OF PERSONALIZED RECOMMENDATIONS VERSUS AGGREGATE RATINGS ON POST-CONSUMPTION PREFERENCE RESPONSES 1,MIS Quarterly,"Adomavicius, Gediminas and Bockstedt, Jesse C and Curley, Shawn P and Zhang, Jingjing",lfoppiano/grobid:0.8.1,data/pdfs/46_1/AdomaviciusBockstedtCurleyEtAl2022.pdf,article,10.25300/MISQ/2022/16301,,
P_0000000102,0000000102,pdf,4,44,"THE EVOLUTIONARY TRAJECTORIES OF PEER-PRODUCED ARTIFACTS: GROUP COMPOSITION, THE TRAJECTORIES' EXPLORATION, AND THE QUALITY OF ARTIFACTS 1",MIS Quarterly,"Arazy, Ofer and Lindberg, Aron and Rezaei, Mostafa and Samorani, Michele",lfoppiano/grobid:0.8.1,data/pdfs/44_4/ArazyLindbergRezaeiEtAl2020.pdf,article,10.25300/MISQ/2020/15379,,
P_0000000103,0000000103,pdf,3,42,VIRTUAL FIRST IMPRESSIONS MATTER: THE EFFECT OF ENTERPRISE SOCIAL NETWORKING SITES ON IMPRESSION FORMATION IN VIRTUAL TEAMS 1,MIS Quarterly,"Cummings, Jeff and Dennis, Alan R",lfoppiano/grobid:0.8.1,data/pdfs/42_3/CummingsDennis2018.pdf,article,10.25300/MISQ/2018/13202,,
P_0000000104,0000000104,pdf,4,45,WHEN AND WHO DO PLATFORM COMPANIES ACQUIRE? UNDERSTANDING THE ROLE OF ACQUISITIONS IN THE GROWTH OF PLATFORM COMPANIES 1,MIS Quarterly,"Miric, Milan and Pagani, Margherita and Sawy, Omar A El",lfoppiano/grobid:0.8.1,data/pdfs/45_4/MiricPaganiElSawy2021.pdf,article,10.25300/MISQ/2022/16374,,
P_0000000105,0000000105,pdf,4,21,Effects of User Participation in Systems Development: A Longitudinal Field Experiment I,MIS Quarterly,"Hunton, James E and Beeler, Jesse D",lfoppiano/grobid:0.8.1,data/pdfs/21_4/HuntonBeeler1997.pdf,article,,,
P_0000000106,0000000106,pdf,2,38,ANXIOUS OR ANGRY? EFFECTS OF DISCRETE EMOTIONS ON THE PERCEIVED HELPFULNESS OF ONLINE REVIEWS 1,MIS Quarterly,"Yin, Dezhi and Bond, Samuel D and Zhang, Han",lfoppiano/grobid:0.8.1,data/pdfs/38_2/YinBondZhang2014.pdf,article,,,
P_0000000107,0000000107,pdf,1,39,SPECIAL ISSUE: SERVICE INNOVATION IN THE DIGITAL AGE DISTRIBUTED TUNING OF BOUNDARY RESOURCES: THE CASE OF APPLE'S IOS SERVICE SYSTEM 1,MIS Quarterly,"Eaton, Ben and Elaluf-Calderwood, Silvia and Sørensen, Carsten and Yoo, Youngjin and Barrett, Michael and Davidson, Elizabeth and Prabhu, Jaideep and Vargo, Stephen L",lfoppiano/grobid:0.8.1,data/pdfs/39_1/EatonElalufCalderwoodSorensenEtAl2015.pdf,article,,,
P_0000000108,0000000108,pdf,2,20,Relational Development in Computer-Supported Groups1,MIS Quarterly,"Chidambaram, Laku",lfoppiano/grobid:0.8.1,data/pdfs/20_2/Chidambaram1996.pdf,article,,,
P_0000000109,0000000109,pdf,3,45,INFORMATION TECHNOLOGY INVESTMENT AND COMMERCIALIZED INNOVATION PERFORMANCE: DYNAMIC ADJUSTMENT COSTS AND CURVILINEAR IMPACTS 1,MIS Quarterly,"Karhade, Prasanna P and Dong, John Qi",lfoppiano/grobid:0.8.1,data/pdfs/45_3/KarhadeQiDong2021.pdf,article,10.25300/MISQ/2021/14368,,
P_0000000110,0000000110,pdf,3,40,A TOOL FOR ADDRESSING CONSTRUCT IDENTITY IN LITERATURE REVIEWS AND META-ANALYSES 1,MIS Quarterly,"Larsen, Kai R and How, Chih",lfoppiano/grobid:0.8.1,data/pdfs/40_3/LarsenBong2016.pdf,article,,,
P_0000000111,0000000111,pdf,1,38,COLLABORATION THROUGH OPEN SUPERPOSITION: A THEORY OF THE OPEN SOURCE WAY 1,MIS Quarterly,"Howison, James and Crowston, Kevin",lfoppiano/grobid:0.8.1,data/pdfs/38_1/HowisonCrowston2014.pdf,article,,,
P_0000000112,0000000112,pdf,2,4,PROGRAMMER AND ANALYST TIME/COST ESTIMATION,MIS Quarterly,"Benbasat, Izak and Vessey, Iris",lfoppiano/grobid:0.8.1,data/pdfs/4_2/BenbasatVessey1980.pdf,article,,,
P_0000000113,0000000113,pdf,3,45,WHEN DIGITAL TECHNOLOGIES ENABLE AND THREATEN OCCUPATIONAL IDENTITY: THE DELICATE BALANCING ACT OF DATA SCIENTISTS 1,MIS Quarterly,"Vaast, Emmanuelle and Pinsonneault, Alain",lfoppiano/grobid:0.8.1,data/pdfs/45_3/VaastPinsonneault2021.pdf,article,10.25300/MISQ/2021/16024,,
P_0000000114,0000000114,pdf,2,41,EDITOR'S COMMENTS Avoiding Type III Errors: Formulating IS Research Problems that Matter,MIS Quarterly,"Rai, Arun",lfoppiano/grobid:0.8.1,data/pdfs/41_2/Rai2017.pdf,article,,,
P_0000000115,0000000115,pdf,1,8,User Developed Applications: Evaluation of Success from the DP Department Perspective,MIS Quarterly,"Rivard, Suzanne and Huff, Sid Lo",lfoppiano/grobid:0.8.1,data/pdfs/8_1/RivardHuff1984.pdf,article,,,
P_0000000116,0000000116,pdf,1,42,TOP PERSUADER PREDICTION FOR SOCIAL NETWORKS 1,MIS Quarterly,"Fang, Xiao and Paul, Jen-Hwa and Hu",lfoppiano/grobid:0.8.1,data/pdfs/42_1/FangHu2018.pdf,article,10.25300/MISQ/2018/13211,,
P_0000000117,0000000117,pdf,4,29,REVIEW: IT-DEPENDENT STRATEGIC INITIATIVES AND SUSTAINED COMPETITIVE ADVANTAGE: A REVIEW AND SYNTHESIS OF THE LITERATURE 1,MIS Quarterly,"Piccoli, Gabriele and Ives, Blake",lfoppiano/grobid:0.8.1,data/pdfs/29_4/PiccoliIves2005.pdf,article,,,
P_0000000118,0000000118,pdf,1,35,STUCK IN THE CONFLICTED MIDDLE: A ROLE-THEORETIC PERSPECTIVE ON B2B E-MARKETPLACES 1,MIS Quarterly,"Koch, Hope and Schultze, Ulrike",lfoppiano/grobid:0.8.1,data/pdfs/35_1/KochSchultze2011.pdf,article,,,
P_0000000119,0000000119,pdf,4,36,BIDDING BEHAVIOR EVOLUTION IN SEQUENTIAL AUCTIONS: CHARACTERIZATION AND ANALYSIS 1,MIS Quarterly,"Goes, Paulo B and Karuga, Gilbert G and Tripathi, Arvind K",lfoppiano/grobid:0.8.1,data/pdfs/36_4/GoesKarugaTripathi2012.pdf,article,,,
P_0000000120,0000000120,pdf,4,22,Computer-Aided Systems and Communities: Mechanisms for Organizational Learning in Distributed Environments I,MIS Quarterly,"Goodman, Paul S and Darr, Eric D",lfoppiano/grobid:0.8.1,data/pdfs/22_4/GoodmanDarr1998.pdf,article,,,
P_0000000121,0000000121,pdf,2,43,RESPONDING-OR NOT-TO INFORMATION TECHNOLOGY PROJECT RISKS: AN INTEGRATIVE MODEL 1,MIS Quarterly,"Moeini, Mohammad and Rivard, Suzanne",lfoppiano/grobid:0.8.1,data/pdfs/43_2/MoeiniRivard2019.pdf,article,10.25300/MISQ/2019/14505,,
P_0000000122,0000000122,pdf,3,27,"FROM THE VENDOR'S PERSPECTIVE: EXPLORING THE VALUE PROPOSITION IN INFORMATION TECHNOLOGY OUTSOURCING 1, 2",MIS Quarterly,"Ross, Jeanne W",lfoppiano/grobid:0.8.1,data/pdfs/27_3/LevinaRoss2003.pdf,article,,,
P_0000000123,0000000123,pdf,4,21,Gender Differences in the Perception and Use of E-Mail: An Extension to the Technology Acceptance Model 1,MIS Quarterly,"Gefen, David and Straub, Detmar W and Shaw, George Bernard",lfoppiano/grobid:0.8.1,data/pdfs/21_4/GefenStraub1997.pdf,article,,,
P_0000000124,0000000124,pdf,1,31,EDITOR'S COMMENTS Looking for a Few Good Concepts…and Theories…for the Information Systems Field,MIS Quarterly,"Markus, M. Lynne and Saunders, Carol",lfoppiano/grobid:0.8.1,data/pdfs/31_1/MarkusSaunders2007.pdf,article,,,
P_0000000125,0000000125,pdf,2,39,Research Framework for AIS Grand Vision of the Bright ICT Initiative,MIS Quarterly,degro003,lfoppiano/grobid:0.8.1,data/pdfs/39_2/Lee2015.pdf,article,,,
P_0000000126,0000000126,pdf,1,15,Executive Information Systems Executive Information Systems: A Framework for Development and a Survey of Current Practices,MIS Quarterly,"Watson, Hugh J and Kelly, R. and Koh, Chang E",lfoppiano/grobid:0.8.1,data/pdfs/15_1/WatsonRainerJrKoh1991.pdf,article,,,
P_0000000127,0000000127,pdf,4,38,SPECIAL ISSUE: IS FOR SYMBOLIC ACTION SYMBOLIC ACTION RESEARCH IN INFORMATION SYSTEMS: INTRODUCTION TO THE SPECIAL ISSUE 1,MIS Quarterly,"Aakhus, Mark and Ågerfalk, Pär J and Lyytinen, Kalle and Te'eni, Dov and Sanders, Charles and Avital, Michel and Baskerville, Richard and Beynon-Davies, Paul and Boland, Richard and Bratich, Jack and Clarke, Rodney and Diamant, E. Ilana and Donellan, Brian and Edenius, Mats and Eriksson, Owen and Fortunati, Leopoldina and Gal, Uri and Germonprez, Matt and Goldkuhl, Göran and Griffith, Terri and Henfridsson, Ola and Hiltz, Roxanne and Hirschheim, Rudy and Huffaker, David and Iivari, Juhani and Jackson, Michele and Johnson, Steven and Jorna, René and Jung, Yusung and Kalman, Yoram and Kane, Gerald and Kimbrough, Steven and Krogstie, John and Lee, Allen and Lind, Mikael and Mason, Winter and Mcinerney, Claire and Mingers, John and Muresan, Smara and Naamen, Mor and Nickerson, Jeffrey and Poole, Marshall Scott and Rossi, Matti and Sanchez, Joe",lfoppiano/grobid:0.8.1,data/pdfs/38_4/AakhusAgerfalkLyytinenEtAl2014.pdf,article,,,
P_0000000128,0000000128,pdf,3,12,The Economics of Software Quality Assurance: A Simulation-Based Case Study,MIS Quarterly,"Abdei-Hamid, Tarek K",lfoppiano/grobid:0.8.1,data/pdfs/12_3/AbdelHamid1988.pdf,article,,,
P_0000000129,0000000129,pdf,2,13,A Study of the Relationship Between Decision Model Naturalness and Performance,MIS Quarterly,"Kottemann, Jeffrey E and Remus, William E",lfoppiano/grobid:0.8.1,data/pdfs/13_2/KottemannRemus1989.pdf,article,,,
P_0000000130,0000000130,pdf,4,7,The Application Approach Worksheet: An Evaluative Tool for Matching New Development Methods with Appropriate Applications,MIS Quarterly,"Shomenta, Jack and Kamp, Gary and Hanson, Bob and Simpson, Brandon",lfoppiano/grobid:0.8.1,data/pdfs/7_4/ShomentaKampHansonEtAl1983.pdf,article,,,
P_0000000131,0000000131,pdf,1,36,HUMAN CAPITAL DEVELOPMENT FOR PROGRAMMERS USING OPEN SOURCE SOFTWARE 1,MIS Quarterly,"Mehra, Amit and Mookerjee, Vijay",lfoppiano/grobid:0.8.1,data/pdfs/36_1/MehraMookerjee2012.pdf,article,,,
P_0000000132,0000000132,pdf,4,11,Data Flow and Data Structure Modeling for Database Requirements Determination: A Comparative Study,MIS Quarterly,"Mantha, Robert W",lfoppiano/grobid:0.8.1,data/pdfs/11_4/Mantha1987.pdf,article,,,
P_0000000133,0000000133,pdf,3,43,CAN OUTSOURCING OF INFORMATION TECHNOLOGY FOSTER INNOVATIONS IN CLIENT ORGANIZATIONS? AN EMPIRICAL ANALYSIS 1,MIS Quarterly,"Susarla, Anjana and Mukhopadhyay, Tridas",lfoppiano/grobid:0.8.1,data/pdfs/43_3/SusarlaMukhopadhyay2019.pdf,article,10.25300/MISQ/2019/13535,,
P_0000000134,0000000134,pdf,2,33,MODEL OF ACCEPTANCE WITH PEER SUPPORT: A SOCIAL NETWORK PERSPECTIVE TO UNDERSTAND EMPLOYEES' SYSTEM USE 1,MIS Quarterly,"Sykes, Tracy Ann and Venkatesh, Viswanath and Gosain, Sanjay",lfoppiano/grobid:0.8.1,data/pdfs/33_2/SykesVenkateshGosain2009.pdf,article,,,
P_0000000135,0000000135,pdf,3,30,"ACADEMIC DATA COLLECTION IN ELECTRONIC ENVIRONMENTS: DEFINING ACCEPTABLE USE OF INTERNET RESOURCES 1, 2",MIS Quarterly,"Allen, Gove N and Burk, Dan L and Davis, Gordon B",lfoppiano/grobid:0.8.1,data/pdfs/30_3/AllenBurkDavis2006.pdf,article,,,
P_0000000136,0000000136,pdf,3,10,The Application Profile,MIS Quarterly,"Batiste, John L and Smith, A. O",lfoppiano/grobid:0.8.1,data/pdfs/10_3/Batiste1986.pdf,article,,,
P_0000000137,0000000137,pdf,4,8,Information Technology Effects on Organization Management Information Technology: Its Effects on Organizational Form and Function,MIS Quarterly,"Foster, Lawrence W and Flynn, David M",lfoppiano/grobid:0.8.1,data/pdfs/8_4/FosterFlynn1984.pdf,article,,,
P_0000000138,0000000138,pdf,4,37,MOTIVATING ENERGY-EFFICIENT BEHAVIOR WITH GREEN IS: AN INVESTIGATION OF GOAL SETTING AND THE ROLE OF DEFAULTS 1,MIS Quarterly,"Loock, Claire-Michelle and Staake, Thorsten and Thiesse, Frédéric and Malhotra, Arvind and Melville, Nigel P and Watson, Richard T",lfoppiano/grobid:0.8.1,data/pdfs/37_4/LoockStaakeThiesse2013.pdf,article,,,
P_0000000139,0000000139,pdf,2,43,WHAT USERS DO BESIDES PROBLEM-FOCUSED COPING WHEN FACING IT SECURITY THREATS: AN EMOTION-FOCUSED COPING PERSPECTIVE 1,MIS Quarterly,"Liang, Huigang and Xue, Yajiong and Pinsonneault, Alain and Wu, Andy """,lfoppiano/grobid:0.8.1,data/pdfs/43_2/LiangXuePinsonneaultEtAl2019.pdf,article,10.25300/MISQ/2019/14360,,
P_0000000140,0000000140,pdf,2,42,THE EFFECTS OF COMMUNICATION MEDIA AND CULTURE ON DECEPTION DETECTION ACCURACY 1,MIS Quarterly,"George, Joey F and Gupta, Manjul and Giordano, Gabriel and Mills, Annette M and Tennant, Vanesa M and Lewis, Carmen C",lfoppiano/grobid:0.8.1,data/pdfs/42_2/GeorgeGuptaGiordanoEtAl2018.pdf,article,10.25300/MISQ/2018/13215,,
P_0000000141,0000000141,pdf,2,37,DESIGN CAPITAL AND DESIGN MOVES: THE LOGIC OF DIGITAL BUSINESS STRATEGY 1,MIS Quarterly,"Woodard, C. Jason and Ramasubbu, Narayan and Tschang, F. Ted and Sambamurthy, V. and Bharadwaj, Anandhi and Sawy, Omar A El and Pavlou, Paul A and Venkatraman, N.",lfoppiano/grobid:0.8.1,data/pdfs/37_2/WoodardRamasubbuTschangEtAl2013.pdf,article,,,
P_0000000142,0000000142,pdf,4,43,FOLLOWERSHIP IN AN OPEN-SOURCE SOFTWARE PROJECT AND ITS SIGNIFICANCE IN CODE REUSE 1,MIS Quarterly,"Jiang, Qiqi and Tan, Chuan-Hoo and Choon, Ling and Sia and Wei, Kwok-Kee",lfoppiano/grobid:0.8.1,data/pdfs/43_4/JiangTanSiaEtAl2019.pdf,article,10.25300/MISQ/2019/14043,2017,
P_0000000143,0000000143,pdf,3,43,USING POLYNOMIAL MODELING TO UNDERSTAND SERVICE QUALITY IN E-GOVERNMENT WEBSITES 1,MIS Quarterly,"Nishant, Rohit and Srivastava, Shirish C and Teo, Thompson S H",lfoppiano/grobid:0.8.1,data/pdfs/43_3/NishantSrivastavaTeo2019.pdf,article,10.25300/MISQ/2019/12349,,
P_0000000144,0000000144,pdf,,30,,MIS Quarterly,"Nickerson, Jeffrey V",lfoppiano/grobid:0.8.1,data/pdfs/30_SI/NickersonMuehlen2006.pdf,article,,2001,
P_0000000145,0000000145,pdf,2,31,FIGHTING AGAINST WINDMILLS: STRATEGIC INFORMATION SYSTEMS AND ORGANIZATIONAL DEEP STRUCTURES 1,MIS Quarterly,"Leiser, Silva C T and Bauer and Hirschheim, Rudy and Ourso, E. J",lfoppiano/grobid:0.8.1,data/pdfs/31_2/SilvaHirschheim2007.pdf,article,,,
P_0000000146,0000000146,pdf,1,26,Weber/Editor's Comments,MIS Quarterly,"Weber, Ron",lfoppiano/grobid:0.8.1,data/pdfs/26_1/Weber2002.pdf,article,,,
P_0000000147,0000000147,pdf,1,38,ENTERPRISE SYSTEM IMPLEMENTATION AND EMPLOYEE JOB PERFORMANCE: UNDERSTANDING THE ROLE OF ADVICE NETWORKS 1,MIS Quarterly,"Sykes, Tracy Ann and Venkatesh, Viswanath and Johnson, Jonathan L",lfoppiano/grobid:0.8.1,data/pdfs/38_1/SykesVenkateshJohnson2014.pdf,article,,,
P_0000000148,0000000148,pdf,2,37,INFORMATION TECHNOLOGY AND BUSINESS-LEVEL STRATEGY: TOWARD AN INTEGRATED THEORETICAL PERSPECTIVE 1,MIS Quarterly,"Drnevich, Paul L and Croson, David C",lfoppiano/grobid:0.8.1,data/pdfs/37_2/DrnevichCroson2013.pdf,article,,,
P_0000000149,0000000149,pdf,1,37,INTERNATIONALIZATION STRATEGIES OF CHINESE IT SERVICE SUPPLIERS 1,MIS Quarterly,"Su, Ning",lfoppiano/grobid:0.8.1,data/pdfs/37_1/Su2013.pdf,article,,,
P_0000000150,0000000150,pdf,1,42,RE-REPRESENTATION AS WORK DESIGN IN OUTSOURCING: A SEMIOTIC VIEW 1,MIS Quarterly,"Oshri, Ilan and Henfridsson, Ola and Kotlarsky, Julia",lfoppiano/grobid:0.8.1,data/pdfs/42_1/OshriHenfridssonKotlarsky2018.pdf,article,10.25300/MISQ/2018/13427,,
P_0000000151,0000000151,pdf,1,37,DIGITAL GAMES AND BEYOND: WHAT HAPPENS WHEN PLAYERS COMPETE? 1,MIS Quarterly,"Liu, De and Li, Xun and Santhanam, Radhika",lfoppiano/grobid:0.8.1,data/pdfs/37_1/LiuLiSanthanam2013.pdf,article,,,
P_0000000152,0000000152,pdf,2,41,PROMINENCE AND INTERPRETATION OF ONLINE CONFLICT OF INTEREST DISCLOSURES 1,MIS Quarterly,"Jensen, Matthew L and Yetgin, Emre",lfoppiano/grobid:0.8.1,data/pdfs/41_2/JensenYetgin2017.pdf,article,,,
P_0000000153,0000000153,pdf,4,13,Developing an Expert Systems Strategy,MIS Quarterly,"Braden, Barbara and Kanter, Jerome and Kopcso, David",lfoppiano/grobid:0.8.1,data/pdfs/13_4/BradenKanterKopcso1989.pdf,article,,,
P_0000000154,0000000154,pdf,4,10,985 Opinion Survey of MIS Managers: Key Issues,MIS Quarterly,"Hertog, Curt and Herbert, Martin and Unlverelty, Washington and Louis, St",lfoppiano/grobid:0.8.1,data/pdfs/10_4/HartogHerbert1986.pdf,article,,,
P_0000000155,0000000155,pdf,1,43,INTENSIFYING TO CEASE: UNPACKING THE PROCESS OF INFORMATION SYSTEMS DISCONTINUANCE 1,MIS Quarterly,"Hosein, Mohammad and Mehrizi, Rezazade and Modol, Joan Rodon and Nezhad, Milad Zafar",lfoppiano/grobid:0.8.1,data/pdfs/43_1/MehriziModolNezhad2019.pdf,article,10.25300/MISQ/2019/13717,,
P_0000000156,0000000156,pdf,2,7,User Managers' Systems Needs*,MIS Quarterly,"Aiioway, Robert M and Quillard, Judith A and Quiard, J. A """,lfoppiano/grobid:0.8.1,data/pdfs/7_2/AllowayQuillard1983.pdf,article,,,
P_0000000157,0000000157,pdf,2,32,Type II Reviewing Errors and the Search for Exciting Papers,MIS Quarterly,"Straub, Detmar W.",lfoppiano/grobid:0.8.1,data/pdfs/32_2/Straub2008a.pdf,article,,,
P_0000000158,0000000158,pdf,3,41,EXPLAINING POST-IMPLEMENTATION EMPLOYEE SYSTEM USE AND JOB PERFORMANCE: IMPACTS OF THE CONTENT AND SOURCE OF SOCIAL NETWORK TIES 1,MIS Quarterly,"Sykes, Tracy Ann and Venkatesh, Viswanath",lfoppiano/grobid:0.8.1,data/pdfs/41_3/SykesVenkatesh2017.pdf,article,,,
P_0000000159,0000000159,pdf,1,21,Factors Affecting the Adoption of Open Systems'. An Exploratory Study 1,MIS Quarterly,"Chau, Patrick Y K and Kar, Yan and Tam",lfoppiano/grobid:0.8.1,data/pdfs/21_1/ChauTam1997.pdf,article,,,
P_0000000160,0000000160,pdf,1,42,EXTERNAL BRIDGING AND INTERNAL BONDING: UNLOCKING THE GENERATIVE RESOURCES OF MEMBER TIME AND ATTENTION SPENT IN ONLINE COMMUNITIES 1,MIS Quarterly,"Kim, Yongsuk and Jarvenpaa, Sirkka L and Gu, Bin",lfoppiano/grobid:0.8.1,data/pdfs/42_1/KimJarvenpaaGu2018.pdf,article,10.25300/MISQ/2018/13278,,
P_0000000161,0000000161,pdf,4,12,Combining Qualitative and Quantitative Methods in Information Systems Research: A Case Study 1,MIS Quarterly,"Kaplan, Bonnie and Duchon, Dennis",lfoppiano/grobid:0.8.1,data/pdfs/12_4/KaplanDuchon1988.pdf,article,,,
P_0000000162,0000000162,pdf,4,44,CAN RECOMMENDER SYSTEMS REDUCE HEALTHCARE COSTS? THE ROLE OF TIME PRESSURE AND COST TRANSPARENCY IN PRESCRIPTION CHOICE 1,MIS Quarterly,"Bouayad, Lina and Padmanabhan, Balaji and Chari, Kaushal",lfoppiano/grobid:0.8.1,data/pdfs/44_4/BouayadPadmanabhanChari2020.pdf,article,10.25300/MISQ/2020/14435,,
P_0000000163,0000000163,pdf,4,20,Computer-Based Monitoring: Common Perceptions and Empirical Results*,MIS Quarterly,"George, Joey F",lfoppiano/grobid:0.8.1,data/pdfs/20_4/George1996.pdf,article,,,
P_0000000164,0000000164,pdf,,,,,,,data/pdfs/19_3/LeeTrauthFarwell1995.pdf,misc,,,
P_0000000165,0000000165,pdf,2,43,THE EXPERTS IN THE CROWD: THE ROLE OF EXPERIENCED INVESTORS IN A CROWDFUNDING MARKET 1,MIS Quarterly,"Kim, Keongtae and Viswanathan, Siva",lfoppiano/grobid:0.8.1,data/pdfs/43_2/KeongtaeVisawanathan2019.pdf,article,10.25300/MISQ/2019/13758,,
P_0000000166,0000000166,pdf,2,39,MOBILE APPLICATION USABILITY: CONCEPTUALIZATION AND INSTRUMENT DEVELOPMENT 1,MIS Quarterly,"Hoehle, Hartmut and Venkatesh, Viswanath",lfoppiano/grobid:0.8.1,data/pdfs/39_2/HoehleVenkatesh2015.pdf,article,,,
P_0000000167,0000000167,pdf,4,24,"DATA WAREHOUSING SUPPORTS CORPORATE STRATEGY AT FIRST AMERICAN CORPORATION 1, 2",MIS Quarterly,"Cooper, Brian L and Watson, Hugh J and Wixom, Barbara H and Goodhue, Dale L",lfoppiano/grobid:0.8.1,data/pdfs/24_4/CooperWatsonWixomEtAl2000.pdf,article,,,
P_0000000168,0000000168,pdf,1,5,A Behavioral Analysis for Planning MIS Implementation,MIS Quarterly,"Nichols, Mary Lippitt",lfoppiano/grobid:0.8.1,data/pdfs/5_1/Nichols1981.pdf,article,,,
P_0000000169,0000000169,pdf,3,9,Information Systems Support for Group Planning and Decision-Making Activities,MIS Quarterly,"Rathwell, Margaret A and Burns, Alan",lfoppiano/grobid:0.8.1,data/pdfs/9_3/RathwellBurns1985.pdf,article,,,
P_0000000170,0000000170,pdf,4,36,A HIDDEN MARKOV MODEL FOR COLLABORATIVE FILTERING 1,MIS Quarterly,"Sahoo, Nachiketa and Param, Vir and Singh and Mukhopadhyay, Tridas",lfoppiano/grobid:0.8.1,data/pdfs/36_4/SahooSinghMukhopadhyay2012.pdf,article,,,
P_0000000171,0000000171,pdf,4,35,TECHNOSTRESS: TECHNOLOGICAL ANTECEDENTS AND IMPLICATIONS 1,MIS Quarterly,"Ayyagari, Ramakrishna and Grover, Varun and Purvis, Russell",lfoppiano/grobid:0.8.1,data/pdfs/35_4/AyyagariGroverPurvis2011.pdf,article,,,
P_0000000172,0000000172,pdf,3,11,Instant Quality Control of Large Batch Processing Jobs,MIS Quarterly,"Zelek, Meir",lfoppiano/grobid:0.8.1,data/pdfs/11_3/Zelek1987.pdf,article,,,
P_0000000173,0000000173,pdf,4,23,EXPLANATIONS FROM INTELLIGENT SYSTEMS: THEORETICAL FOUNDATIONS AND IMPLICATIONS FOR PRACTICE 1,MIS Quarterly,"Gregor, Shirley and Benbasat, zak",lfoppiano/grobid:0.8.1,data/pdfs/23_4/GregorBenbasat1999.pdf,article,,,
