merged_origins
"['source_1.bib/0000001658', 'source_1.bib/0000007880']"
"['source_1.bib/0000003900', 'source_1.bib/0000006732']"
"['source_1.bib/0000004183', 'source_1.bib/0000006221', 'source_1.bib/0000006278']"
"['source_1.bib/0000002761', 'source_1.bib/0000005708']"
"['source_1.bib/0000004203', 'source_1.bib/0000006461']"
"['source_1.bib/0000001617', 'source_1.bib/0000005443']"
"['source_1.bib/0000001489', 'source_1.bib/0000005723']"
"['source_1.bib/0000001612', 'source_1.bib/0000007498']"
"['source_1.bib/0000001328', 'source_1.bib/0000005345']"
"['source_1.bib/0000002726', 'source_1.bib/0000008756']"
"['source_1.bib/0000004255', 'source_1.bib/0000007220']"
"['source_1.bib/0000002606', 'source_1.bib/0000005165']"
"['source_1.bib/0000004346', 'source_1.bib/0000005097']"
"['source_1.bib/0000004289', 'source_1.bib/0000008872']"
"['source_1.bib/0000001007', 'source_1.bib/0000007726', 'source_1.bib/0000007871']"
"['source_1.bib/0000004316', 'source_1.bib/0000004815']"
"['source_1.bib/0000002515', 'source_1.bib/0000008530']"
"['source_1.bib/0000004003', 'source_1.bib/0000006601']"
"['source_1.bib/0000004389', 'source_1.bib/0000006456']"
"['source_1.bib/0000001913', 'source_1.bib/0000006750']"
"['source_1.bib/0000004349', 'source_1.bib/0000005746']"
"['source_1.bib/0000004602', 'source_1.bib/0000007478']"
"['source_1.bib/0000000725', 'source_1.bib/0000007259']"
"['source_1.bib/0000004107', 'source_1.bib/0000008959']"
"['source_1.bib/0000004367', 'source_1.bib/0000008176']"
"['source_1.bib/0000000646', 'source_1.bib/0000006668', 'source_1.bib/0000006786']"
"['source_1.bib/0000004161', 'source_1.bib/0000004836']"
"['source_1.bib/0000003262', 'source_1.bib/0000008672']"
"['source_1.bib/0000001608', 'source_1.bib/0000008119']"
"['source_1.bib/0000000913', 'source_1.bib/0000006553']"
"['source_1.bib/0000001415', 'source_1.bib/0000007507', 'source_1.bib/0000007580']"
"['source_1.bib/0000003737', 'source_1.bib/0000008229']"
"['source_1.bib/0000001466', 'source_1.bib/0000007265']"
"['source_1.bib/0000000317', 'source_1.bib/0000008058']"
"['source_1.bib/0000004446', 'source_1.bib/0000006880']"
"['source_1.bib/0000002171', 'source_1.bib/0000007307']"
"['source_1.bib/0000000293', 'source_1.bib/0000007665']"
"['source_1.bib/0000003925', 'source_1.bib/0000007551', 'source_1.bib/0000007557']"
"['source_1.bib/0000003454', 'source_1.bib/0000008752']"
"['source_1.bib/0000003235', 'source_1.bib/0000006019']"
"['source_1.bib/0000002706', 'source_1.bib/0000005369']"
"['source_1.bib/0000004506', 'source_1.bib/0000006453']"
"['source_1.bib/0000002352', 'source_1.bib/0000006032']"
"['source_1.bib/0000003740', 'source_1.bib/0000005670']"
"['source_1.bib/0000002277', 'source_1.bib/0000007985']"
"['source_1.bib/0000000967', 'source_1.bib/0000006754']"
"['source_1.bib/0000003131', 'source_1.bib/0000006752']"
"['source_1.bib/0000003927', 'source_1.bib/0000005976']"
"['source_1.bib/0000003786', 'source_1.bib/0000007734']"
"['source_1.bib/0000002913', 'source_1.bib/0000007698']"
"['source_1.bib/0000003101', 'source_1.bib/0000007249']"
"['source_1.bib/0000002338', 'source_1.bib/0000009107']"
"['source_1.bib/0000002335', 'source_1.bib/0000008968']"
"['source_1.bib/0000004679', 'source_1.bib/0000006450']"
"['source_1.bib/0000004334', 'source_1.bib/0000004938']"
"['source_1.bib/0000003525', 'source_1.bib/0000005651']"
"['source_1.bib/0000004293', 'source_1.bib/0000007246']"
"['source_1.bib/0000003629', 'source_1.bib/0000007499']"
"['source_1.bib/0000002882', 'source_1.bib/0000007966']"
"['source_1.bib/0000001224', 'source_1.bib/0000006902']"
"['source_1.bib/0000000312', 'source_1.bib/0000005158']"
"['source_1.bib/0000004417', 'source_1.bib/0000005279']"
"['source_1.bib/0000003708', 'source_1.bib/0000008272']"
"['source_1.bib/0000002485', 'source_1.bib/0000008440']"
"['source_1.bib/0000000609', 'source_1.bib/0000007771']"
"['source_1.bib/0000002412', 'source_1.bib/0000006819']"
"['source_1.bib/0000002388', 'source_1.bib/0000006251']"
"['source_1.bib/0000002716', 'source_1.bib/0000008006']"
"['source_1.bib/0000000671', 'source_1.bib/0000006573']"
"['source_1.bib/0000000860', 'source_1.bib/0000005678']"
"['source_1.bib/0000003594', 'source_1.bib/0000006609']"
"['source_1.bib/0000002081', 'source_1.bib/0000005311']"
"['source_1.bib/0000001469', 'source_1.bib/0000006935']"
"['source_1.bib/0000002671', 'source_1.bib/0000008207']"
"['source_1.bib/0000002715', 'source_1.bib/0000007737']"
"['source_1.bib/0000001609', 'source_1.bib/0000008158']"
"['source_1.bib/0000003963', 'source_1.bib/0000009004']"
"['source_1.bib/0000001839', 'source_1.bib/0000005460']"
"['source_1.bib/0000002194', 'source_1.bib/0000006578']"
"['source_1.bib/0000003780', 'source_1.bib/0000006665']"
"['source_1.bib/0000003270', 'source_1.bib/0000007727', 'source_1.bib/0000007742']"
"['source_1.bib/0000001145', 'source_1.bib/0000006335']"
"['source_1.bib/0000004083', 'source_1.bib/0000007497']"
"['source_1.bib/0000000395', 'source_1.bib/0000007316']"
"['source_1.bib/0000002265', 'source_1.bib/0000006886']"
"['source_1.bib/0000001790', 'source_1.bib/0000005482']"
"['source_1.bib/0000003918', 'source_1.bib/0000008553']"
"['source_1.bib/0000000846', 'source_1.bib/0000008468']"
"['source_1.bib/0000002284', 'source_1.bib/0000008415']"
"['source_1.bib/0000000517', 'source_1.bib/0000008538']"
"['source_1.bib/0000004395', 'source_1.bib/0000005412']"
"['source_1.bib/0000003377', 'source_1.bib/0000008498']"
"['source_1.bib/0000001715', 'source_1.bib/0000006905']"
"['source_1.bib/0000004051', 'source_1.bib/0000006430']"
"['source_1.bib/0000002978', 'source_1.bib/0000007855']"
"['source_1.bib/0000001053', 'source_1.bib/0000008210']"
"['source_1.bib/0000001503', 'source_1.bib/0000005421']"
"['source_1.bib/0000002652', 'source_1.bib/0000008514']"
"['source_1.bib/0000004649', 'source_1.bib/0000008078']"
"['source_1.bib/0000001245', 'source_1.bib/0000008107']"
"['source_1.bib/0000004692', 'source_1.bib/0000007949']"
"['source_1.bib/0000003134', 'source_1.bib/0000007219']"
"['source_1.bib/0000002391', 'source_1.bib/0000004893']"
"['source_1.bib/0000004253', 'source_1.bib/0000006556']"
"['source_1.bib/0000004687', 'source_1.bib/0000004944']"
"['source_1.bib/0000002963', 'source_1.bib/0000008193']"
"['source_1.bib/0000003706', 'source_1.bib/0000007533', 'source_1.bib/0000007641']"
"['source_1.bib/0000000915', 'source_1.bib/0000008115']"
"['source_1.bib/0000004530', 'source_1.bib/0000007752']"
"['source_1.bib/0000003027', 'source_1.bib/0000008204']"
"['source_1.bib/0000004114', 'source_1.bib/0000005397']"
"['source_1.bib/0000001865', 'source_1.bib/0000006436']"
"['source_1.bib/0000004382', 'source_1.bib/0000007163']"
"['source_1.bib/0000001977', 'source_1.bib/0000006687', 'source_1.bib/0000006836']"
"['source_1.bib/0000001799', 'source_1.bib/0000008112']"
"['source_1.bib/0000004358', 'source_1.bib/0000007828']"
"['source_1.bib/0000001528', 'source_1.bib/0000007758']"
"['source_1.bib/0000004410', 'source_1.bib/0000005659']"
"['source_1.bib/0000003025', 'source_1.bib/0000007475']"
"['source_1.bib/0000004411', 'source_1.bib/0000005324']"
"['source_1.bib/0000001207', 'source_1.bib/0000006468']"
"['source_1.bib/0000000313', 'source_1.bib/0000005323']"
"['source_1.bib/0000002458', 'source_1.bib/0000007459']"
"['source_1.bib/0000000841', 'source_1.bib/0000005374']"
"['source_1.bib/0000004412', 'source_1.bib/0000005452']"
"['source_1.bib/0000001475', 'source_1.bib/0000008942']"
"['source_1.bib/0000002605', 'source_1.bib/0000008082']"
"['source_1.bib/0000003483', 'source_1.bib/0000009035']"
"['source_1.bib/0000003344', 'source_1.bib/0000005978']"
"['source_1.bib/0000000812', 'source_1.bib/0000008738']"
"['source_1.bib/0000004552', 'source_1.bib/0000005477']"
"['source_1.bib/0000002815', 'source_1.bib/0000008012']"
"['source_1.bib/0000002660', 'source_1.bib/0000008609']"
"['source_1.bib/0000000429', 'source_1.bib/0000007138', 'source_1.bib/0000007299']"
"['source_1.bib/0000002932', 'source_1.bib/0000007671']"
"['source_1.bib/0000000428', 'source_1.bib/0000005901']"
"['source_1.bib/0000000704', 'source_1.bib/0000006384']"
"['source_1.bib/0000003390', 'source_1.bib/0000008767']"
"['source_1.bib/0000002020', 'source_1.bib/0000005141']"
"['source_1.bib/0000003172', 'source_1.bib/0000004766']"
"['source_1.bib/0000002806', 'source_1.bib/0000008578']"
"['source_1.bib/0000000605', 'source_1.bib/0000007021']"
"['source_1.bib/0000003553', 'source_1.bib/0000006705']"
"['source_1.bib/0000000878', 'source_1.bib/0000008956']"
"['source_1.bib/0000001995', 'source_1.bib/0000005687']"
"['source_1.bib/0000001792', 'source_1.bib/0000006085']"
"['source_1.bib/0000002035', 'source_1.bib/0000009002']"
"['source_1.bib/0000003704', 'source_1.bib/0000009223']"
"['source_1.bib/0000003296', 'source_1.bib/0000007643']"
"['source_1.bib/0000004254', 'source_1.bib/0000007197']"
"['source_1.bib/0000003923', 'source_1.bib/0000007801']"
"['source_1.bib/0000000635', 'source_1.bib/0000007437']"
"['source_1.bib/0000003082', 'source_1.bib/0000009108']"
"['source_1.bib/0000000343', 'source_1.bib/0000007877']"
"['source_1.bib/0000002965', 'source_1.bib/0000008650']"
"['source_1.bib/0000001398', 'source_1.bib/0000007229']"
"['source_1.bib/0000001560', 'source_1.bib/0000008271']"
"['source_1.bib/0000000973', 'source_1.bib/0000007039']"
"['source_1.bib/0000004020', 'source_1.bib/0000005396']"
"['source_1.bib/0000003039', 'source_1.bib/0000009109']"
"['source_1.bib/0000001733', 'source_1.bib/0000006397']"
"['source_1.bib/0000002243', 'source_1.bib/0000007269']"
"['source_1.bib/0000002224', 'source_1.bib/0000006633']"
"['source_1.bib/0000002248', 'source_1.bib/0000007741']"
"['source_1.bib/0000001564', 'source_1.bib/0000008317']"
"['source_1.bib/0000002134', 'source_1.bib/0000007559']"
"['source_1.bib/0000003697', 'source_1.bib/0000007224']"
"['source_1.bib/0000000396', 'source_1.bib/0000008407']"
"['source_1.bib/0000001825', 'source_1.bib/0000009141']"
"['source_1.bib/0000002247', 'source_1.bib/0000007756']"
"['source_1.bib/0000004626', 'source_1.bib/0000006869']"
"['source_1.bib/0000003114', 'source_1.bib/0000007257']"
"['source_1.bib/0000001867', 'source_1.bib/0000006867']"
"['source_1.bib/0000001086', 'source_1.bib/0000006454']"
"['source_1.bib/0000000410', 'source_1.bib/0000007381']"
"['source_1.bib/0000003646', 'source_1.bib/0000007581']"
"['source_1.bib/0000004087', 'source_1.bib/0000007001']"
"['source_1.bib/0000002565', 'source_1.bib/0000006438']"
"['source_1.bib/0000002727', 'source_1.bib/0000007446']"
"['source_1.bib/0000001592', 'source_1.bib/0000007225']"
"['source_1.bib/0000000550', 'source_1.bib/0000006502']"
"['source_1.bib/0000001077', 'source_1.bib/0000006788']"
"['source_1.bib/0000002320', 'source_1.bib/0000006735']"
"['source_1.bib/0000003031', 'source_1.bib/0000008680']"
"['source_1.bib/0000001860', 'source_1.bib/0000005080']"
"['source_1.bib/0000001872', 'source_1.bib/0000005395']"
"['source_1.bib/0000004427', 'source_1.bib/0000006215']"
"['source_1.bib/0000000719', 'source_1.bib/0000007765']"
"['source_1.bib/0000001868', 'source_1.bib/0000007049']"
"['source_1.bib/0000002093', 'source_1.bib/0000007804']"
"['source_1.bib/0000000331', 'source_1.bib/0000007291']"
"['source_1.bib/0000001706', 'source_1.bib/0000006387']"
"['source_1.bib/0000002421', 'source_1.bib/0000006756']"
"['source_1.bib/0000001006', 'source_1.bib/0000004787']"
"['source_1.bib/0000004300', 'source_1.bib/0000008250', 'source_1.bib/0000008348']"
"['source_1.bib/0000004556', 'source_1.bib/0000005481']"
"['source_1.bib/0000004390', 'source_1.bib/0000008740']"
"['source_1.bib/0000004164', 'source_1.bib/0000005377']"
"['source_1.bib/0000003449', 'source_1.bib/0000007055']"
"['source_1.bib/0000001025', 'source_1.bib/0000007111']"
"['source_1.bib/0000002401', 'source_1.bib/0000009089']"
"['source_1.bib/0000001124', 'source_1.bib/0000007314']"
"['source_1.bib/0000004397', 'source_1.bib/0000007795']"
"['source_1.bib/0000003279', 'source_1.bib/0000004785']"
"['source_1.bib/0000001916', 'source_1.bib/0000008493']"
"['source_1.bib/0000002192', 'source_1.bib/0000009023']"
"['source_1.bib/0000003371', 'source_1.bib/0000008186']"
"['source_1.bib/0000002031', 'source_1.bib/0000008543']"
"['source_1.bib/0000004536', 'source_1.bib/0000007256']"
"['source_1.bib/0000002264', 'source_1.bib/0000005979']"
"['source_1.bib/0000002665', 'source_1.bib/0000007206']"
"['source_1.bib/0000000563', 'source_1.bib/0000008197']"
"['source_1.bib/0000000449', 'source_1.bib/0000008199']"
"['source_1.bib/0000000534', 'source_1.bib/0000005192']"
"['source_1.bib/0000000942', 'source_1.bib/0000007819']"
"['source_1.bib/0000002519', 'source_1.bib/0000007186']"
"['source_1.bib/0000004401', 'source_1.bib/0000005435']"
"['source_1.bib/0000003435', 'source_1.bib/0000007344']"
"['source_1.bib/0000004571', 'source_1.bib/0000007552']"
"['source_1.bib/0000000562', 'source_1.bib/0000008159']"
"['source_1.bib/0000000490', 'source_1.bib/0000004856']"
"['source_1.bib/0000004587', 'source_1.bib/0000005124']"
"['source_1.bib/0000003372', 'source_1.bib/0000008670']"
"['source_1.bib/0000000777', 'source_1.bib/0000007011']"
"['source_1.bib/0000002079', 'source_1.bib/0000009162']"
"['source_1.bib/0000004710', 'source_1.bib/0000005178']"
"['source_1.bib/0000002923', 'source_1.bib/0000006294']"
"['source_1.bib/0000002467', 'source_1.bib/0000005937']"
"['source_1.bib/0000001786', 'source_1.bib/0000006907', 'source_1.bib/0000007015']"
"['source_1.bib/0000001487', 'source_1.bib/0000008293']"
"['source_1.bib/0000000621', 'source_1.bib/0000009169']"
"['source_1.bib/0000003195', 'source_1.bib/0000008137']"
"['source_1.bib/0000003775', 'source_1.bib/0000008939']"
"['source_1.bib/0000003992', 'source_1.bib/0000007161']"
"['source_1.bib/0000003787', 'source_1.bib/0000004885']"
"['source_1.bib/0000002221', 'source_1.bib/0000005938', 'source_1.bib/0000005995']"
"['source_1.bib/0000003713', 'source_1.bib/0000006755']"
"['source_1.bib/0000002220', 'source_1.bib/0000006067']"
"['source_1.bib/0000001270', 'source_1.bib/0000006360']"
"['source_1.bib/0000004370', 'source_1.bib/0000004886', 'source_1.bib/0000005027']"
"['source_1.bib/0000000978', 'source_1.bib/0000005098']"
"['source_1.bib/0000001965', 'source_1.bib/0000006059']"
"['source_1.bib/0000002747', 'source_1.bib/0000006532']"
"['source_1.bib/0000001197', 'source_1.bib/0000006055']"
"['source_1.bib/0000003020', 'source_1.bib/0000008166']"
"['source_1.bib/0000001750', 'source_1.bib/0000005302']"
"['source_1.bib/0000001979', 'source_1.bib/0000008035']"
"['source_1.bib/0000004017', 'source_1.bib/0000006018']"
"['source_1.bib/0000002548', 'source_1.bib/0000008392']"
"['source_1.bib/0000003009', 'source_1.bib/0000004932']"
"['source_1.bib/0000002017', 'source_1.bib/0000005773']"
"['source_1.bib/0000004526', 'source_1.bib/0000004878']"
"['source_1.bib/0000001809', 'source_1.bib/0000008111']"
"['source_1.bib/0000001325', 'source_1.bib/0000008340']"
"['source_1.bib/0000000316', 'source_1.bib/0000008025']"
"['source_1.bib/0000004291', 'source_1.bib/0000006459', 'source_1.bib/0000006528']"
"['source_1.bib/0000004364', 'source_1.bib/0000005457']"
"['source_1.bib/0000002100', 'source_1.bib/0000008736']"
"['source_1.bib/0000000289', 'source_1.bib/0000006321']"
"['source_1.bib/0000003738', 'source_1.bib/0000005373']"
"['source_1.bib/0000003627', 'source_1.bib/0000008734']"
"['source_1.bib/0000004067', 'source_1.bib/0000007814']"
"['source_1.bib/0000003866', 'source_1.bib/0000007764']"
"['source_1.bib/0000002238', 'source_1.bib/0000008781']"
"['source_1.bib/0000004488', 'source_1.bib/0000006807']"
"['source_1.bib/0000002873', 'source_1.bib/0000006853']"
"['source_1.bib/0000003354', 'source_1.bib/0000008529']"
"['source_1.bib/0000001289', 'source_1.bib/0000007892']"
"['source_1.bib/0000000932', 'source_1.bib/0000007319']"
"['source_1.bib/0000001766', 'source_1.bib/0000006822']"
"['source_1.bib/0000002995', 'source_1.bib/0000007474']"
"['source_1.bib/0000001498', 'source_1.bib/0000005639']"
"['source_1.bib/0000001163', 'source_1.bib/0000007866']"
"['source_1.bib/0000002688', 'source_1.bib/0000008656']"
"['source_1.bib/0000001982', 'source_1.bib/0000004980']"
"['source_1.bib/0000003939', 'source_1.bib/0000009158']"
"['source_1.bib/0000001550', 'source_1.bib/0000005892']"
"['source_1.bib/0000004559', 'source_1.bib/0000006250', 'source_1.bib/0000006309']"
"['source_1.bib/0000000569', 'source_1.bib/0000006693']"
"['source_1.bib/0000002222', 'source_1.bib/0000006253', 'source_1.bib/0000006284']"
"['source_1.bib/0000003858', 'source_1.bib/0000007945']"
"['source_1.bib/0000003337', 'source_1.bib/0000006621']"
"['source_1.bib/0000003788', 'source_1.bib/0000005900', 'source_1.bib/0000005956']"
"['source_1.bib/0000004016', 'source_1.bib/0000007938']"
"['source_1.bib/0000001607', 'source_1.bib/0000008808']"
"['source_1.bib/0000001166', 'source_1.bib/0000008597']"
"['source_1.bib/0000004459', 'source_1.bib/0000007920']"
"['source_1.bib/0000002732', 'source_1.bib/0000008016']"
"['source_1.bib/0000002759', 'source_1.bib/0000009090']"
"['source_1.bib/0000003915', 'source_1.bib/0000007897']"
"['source_1.bib/0000003006', 'source_1.bib/0000005330']"
"['source_1.bib/0000001048', 'source_1.bib/0000005645']"
"['source_1.bib/0000003679', 'source_1.bib/0000008634']"
"['source_1.bib/0000000620', 'source_1.bib/0000009164']"
"['source_1.bib/0000002130', 'source_1.bib/0000005128']"
"['source_1.bib/0000000608', 'source_1.bib/0000007537']"
"['source_1.bib/0000001958', 'source_1.bib/0000007132', 'source_1.bib/0000007141']"
"['source_1.bib/0000003261', 'source_1.bib/0000008500']"
"['source_1.bib/0000003701', 'source_1.bib/0000005439']"
"['source_1.bib/0000001817', 'source_1.bib/0000009147']"
"['source_1.bib/0000003485', 'source_1.bib/0000008880']"
"['source_1.bib/0000002818', 'source_1.bib/0000008983']"
"['source_1.bib/0000001770', 'source_1.bib/0000007582']"
"['source_1.bib/0000002579', 'source_1.bib/0000006670', 'source_1.bib/0000006781']"
"['source_1.bib/0000004584', 'source_1.bib/0000007576']"
"['source_1.bib/0000000530', 'source_1.bib/0000009119']"
"['source_1.bib/0000003282', 'source_1.bib/0000008358']"
"['source_1.bib/0000000682', 'source_1.bib/0000008814']"
"['source_1.bib/0000000691', 'source_1.bib/0000008792']"
"['source_1.bib/0000004444', 'source_1.bib/0000008454']"
"['source_1.bib/0000003871', 'source_1.bib/0000008151']"
"['source_1.bib/0000002711', 'source_1.bib/0000007432']"
"['source_1.bib/0000002078', 'source_1.bib/0000008920']"
"['source_1.bib/0000002122', 'source_1.bib/0000008048']"
"['source_1.bib/0000003263', 'source_1.bib/0000008819']"
"['source_1.bib/0000002760', 'source_1.bib/0000009122']"
"['source_1.bib/0000003177', 'source_1.bib/0000007885']"
