ID,ENTRYTYPE,doi,year,volume,number,url,journal,title,author,pages,abstract,language,dblp_key
000121,article,10.25300/MISQ/2016/40.2.01,2016,40,2,https://misq.umn.edu/the-duality-of-empowerment-and-marginalization-in-microtask-crowdsourcing-giving-voice-to-the-less-powerful-through-value-sensitive-design.html,MIS Quarterly,The Duality of Empowerment and Marginalization in Microtask Crowdsourcing: Giving Voice to the Less Powerful Through Value Sensitive Design,"Deng, Xuefei (Nancy) and Joshi, K. D. and Galliers, Robert D.",279--302,,,
000122,article,10.25300/MISQ/2015/39.4.6,2015,39,4,,MIS Quarterly,Fit and Misfit of Plural Sourcing Strategies and IT-Enabled Process Integration Capabilities: Consequences of Firm Performance in the U.S. Electric Utility Industry,"Rai, Arun and Arikan, Ilgaz and Pye, Jessica and Tiwana, Amrit",865--885,,,
000123,article,10.2307/25148716,2006,30,1,,MIS Quarterly,The Role of Cognitive Fit in the Relationship between Software Comprehension and Modification,Shaft and Vessey,29,,,
000124,article,10.25300/MISQ/2015/39.4.4,2015,39,4,https://misq.umn.edu/information-technology-impacts-on-firm-performance-an-extension-of-kohli-and-devaraj-2003.html,MIS Quarterly,Information Technology Impacts on Firm Performance: An Extension of Kohli and Devaraj (2003),"Sabherwal, Rajiv and Jeyaraj, Anand",809--836,,,
000125,article,10.25300/MISQ/2020/13216,2020,44,4,https://misq.umn.edu/commitment-and-replacement-of-existing-saas-delivered-applications-a-mixed-method-investigation.html,MIS Quarterly,Commitment and Replacement of Existing SaaS-Delivered Applications: A Mixed-Methods Investigation,"Xiao, Xiao and Sarker, Saonee and Wright, Ryan T. and Sarker, Suprateek and Mariadoss, Babu John",1811--1857,,,
000126,article,10.2307/249282,1982,6,2,,MIS Quarterly,Chargeback Systems and User Involvement in Information Systems - An Empirical Investigation,"Olson, Margrethe H. and Ives, Blake",47,,,
000127,article,10.2307/249346,1984,8,2,,MIS Quarterly,MIS Project Teams: An Investigation of Cognitive Style Implications,"White, Kathy Brittain",95,,,
000128,article,10.2307/249467,1999,23,3,,MIS Quarterly,"""Seeding the Line"": Understanding the Transition from IT to Non-IT Careers","Reich, Blaize Horner and Kaarst-Brown, Michelle Lynn",337,,,
000129,article,10.2307/249404,1999,23,1,,MIS Quarterly,Rigor and Relevance: Careers on the Line,"Applegate, Lynda M. and King, John L.",,,,
000130,article,10.2307/249191,1986,10,4,,MIS Quarterly,A Stochastic Dominance Approach to Risk Analysis of Computer Systems,"Post, Gerald V. and Diltz, J. David",363,,,
000131,article,10.2307/249068,1982,6,4,,MIS Quarterly,Critical Success Factors of Chief MIS/DP Executives - An Addendum,,,,,
000132,article,10.2307/248807,1988,12,1,,MIS Quarterly,"Critical Factors in the User Environment: An Experimental Study of Users, Organizations and Tasks","Yaverbaum, Gayle J.",75,,,
000133,article,10.2307/3250941,2000,24,2,,MIS Quarterly,Aligning the IT Human Resource with Business Vision: The Leadership Initiative at 3M,"Roepke, Robert and Agarwal, Ritu and Ferratt, Thomas W.",327,,,
000134,article,10.2307/249770,1993,17,3,,MIS Quarterly,Assessing the Value of Conoco's EIS,"Belcher, Lloyd W. and Watson, Hugh J.",,,,
000135,article,10.2307/248801,1988,12,1,,MIS Quarterly,Developing Capabilities to Use Information Strategically,"Johnston, H. Russell and Carrico, Shelley R.",37,,,
000136,article,10.2307/25148768,2006,30,,,MIS Quarterly,Industry-Wide Information Systems Standardization as Collective Action: The Case of the U.S. Residential Mortgage Industry,Markus and Steinfield and Wigand,439,,,
000137,article,10.25300/MISQ/2020/13932,2020,44,2,https://misq.umn.edu/when-statistical-significance-is-not-enough-investigating-relevance-practical-significance-and-statistical-significance.html,MIS Quarterly,"When Statistical Significance Is Not Enough: Investigating Relevance, Practical Significance, and Statistical Significance","Mohajeri, Kaveh and Mesgari, Mostafa and Lee, Allen S.",525--559,,,
000138,article,10.25300/MISQ/2014/38.4.09,2014,38,4,https://misq.umn.edu/harnessing-the-power-of-self-organization-in-an-online-community-during-organizational-crisis.html,MIS Quarterly,Harnessing the Power of Self-Organization in an Online Community During Organizational Crisis,"Nan, Ning and Lu, Yong",1135--1157,,,
000139,article,10.25300/MISQ/2016/40.2.13,2016,40,2,https://misq.umn.edu/ict-intermediaries-and-the-transformation-of-gendered-power-structures.html,MIS Quarterly,"ICT, Intermediaries, and the Transformation of Gendered Power Structures","Oreglia, Elisa and Srinivasan, Janaki",501--510,,,
000140,article,10.25300/MISQ/2016/40.1.03,2016,40,1,,MIS Quarterly,Contract Design Choices and the Balance of Ex Ante and Ex Post Transaction Costs in Software Development Outsourcing,"Benaroch, Michel and Lichtenstein, Yossi and Fink, Lior",57--82,,,
000141,article,10.2307/25148855,2008,32,3,,MIS Quarterly,Business Familiarity as Risk Mitigation in Software Development Outsourcing Contracts,Gefen and Wyss and Lichtenstein,531,,,
000142,article,10.2307/249093,1984,8,4,,MIS Quarterly,Management Information Technology: Its Effects on Organizational Form and Function,"Foster, Lawrence W. and Flynn, David M.",229,,,
000143,article,10.2307/249073,1983,7,1,,MIS Quarterly,Cost/Benefit Analysis of Computer Based Message Systems,"Montgomery, Ian and Benbasat, Izak",,,,
000144,article,10.2307/41703474,2012,36,3,,MIS Quarterly,Editor's Comments: Riding the Wave: Past Trends and Future Directions for Health IT Research,Romanow and Cho and Straub,iii,,,
000145,article,10.2307/3250991,2001,25,4,,MIS Quarterly,Revolution or Evolution? A Comparison of Object-Oriented and Structured Systems Development Methods,"Sircar, Sumit and Nerur, Sridhar P. and Mahapatra, Radhakanta",,,,
000146,article,10.2307/249335,1980,4,2,,MIS Quarterly,Programmer and Analyst Time/Cost Estimation,"Benbasat, Izak and Vessey, Iris",,,,
000147,article,10.2307/248755,1982,6,1,,MIS Quarterly,A Multiple Criteria Approach for Evaluating Information Systems,"Chandler, John S.",,,,
000148,article,10.2307/249762,1994,18,2,,MIS Quarterly,Electronic Mail as a Medium for Rich Communication: An Empirical Investigation Using Hermeneutic Interpretation,"Lee, Allen S.",143,,,
000149,article,10.25300/MISQ/2015/39.4.7,2015,39,4,,MIS Quarterly,Strike a Happy Medium: The Effect of IT Knowledge on Venture Capitalists' Overconfidence in IT Investments,"Singh, Harpreet and Aggarwal, Rohit and Cojuharenco, Irina",887--908,,,
000150,article,10.2307/249647,1991,15,3,,MIS Quarterly,Supporting the Information Technology Champion,"Beath, Cynthia Mathis",355,,,
000151,article,10.2307/249544,1996,20,1,,MIS Quarterly,Cognitive Elements in the Implementation of New Technology: Can Less Information Provide More Benefits?,"Griffith, Terri L. and Northcraft, Gregory B.",99,,,
000152,article,10.2307/248729,1989,13,4,,MIS Quarterly,Integrating Islands of Automation,"Hale, David P. and Haseman, William D. and Groom, Frank",,,,
000153,article,10.2307/25148633,2004,28,2,,MIS Quarterly,A Field Study of the Effect of Interpersonal Trust on Virtual Collaborative Relationship Performance,Paul and McDaniel,183,,,
000154,article,10.2307/249347,1984,8,2,,MIS Quarterly,An Examination of Work-Related Correlates of Job Satisfaction in Programmer/Analysts,"Goldstein, David K. and Rockart, John F.",103,,,
000155,article,10.2307/249095,1984,8,4,,MIS Quarterly,An Evaluation of Data Processing Steering Committees,"Drury, D. H.",257,,,
000156,article,10.2307/249669,1998,22,3,,MIS Quarterly,"An Investigation of Media Selection among Directors and Managers: From ""Self"" to ""Other"" Orientation","Carlson, Patricia J. and Davis, Gordon B.",335,,,
000157,article,10.2307/4132311,2002,26,4,,MIS Quarterly,Understanding Network Effects in Software Markets: Evidence from Web Server Pricing,"Gallaugher, John M. and Wang, Yu-Ming",303,,,
000158,article,10.2307/23043487,2011,35,1,,MIS Quarterly,A Set of Principles for Conducting Critical Research in Information Systems,Myers and Klein,17,,,
000159,article,10.25300/MISQ/2021/16564,2021,45,3,https://misq.umn.edu/is-ai-ground-truth-really-true-the-dangers-of-training-and-evaluating-ai-tools-based-on-experts-know-what.html,MIS Quarterly,Is AI Ground Truth Really True? The Dangers of Training and Evaluating AI Tools Based on Experts’ Know-What,"Lebovitz, Sarah and Levina, Natalia and Lifshitz-Assa, Hila",1501--1526,"Organizational decision-makers need to evaluate AI tools in light of increasing claims that such tools out-perform human experts. Yet, measuring the quality of knowledge work is challenging, raising the question of how to evaluate AI performance in such contexts. We investigate this question through a field study of a major U.S. hospital, observing how managers evaluated five different machine-learning (ML) based AI tools. Each tool reported high performance according to standard AI accuracy measures, which were based on ground truth labels provided by qualified experts. Trying these tools out in practice, however, revealed that none of them met expectations. Searching for explanations, managers began confronting the high uncertainty of experts’ know-what knowledge captured in ground truth labels used to train and validate ML models. In practice, experts address this uncertainty by drawing on rich know-how practices, which were not incorporated into these ML-based tools. Discovering the disconnect between AI’s know-what and experts’ know-how enabled managers to better understand the risks and benefits of each tool. This study shows dangers of treating ground truth labels used in ML models objectively when the underlying knowledge is uncertain. We outline implications of our study for developing, training, and evaluating AI for knowledge work.",,
000160,article,10.2307/249701,1992,16,1,,MIS Quarterly,Problems and Issues in the Management of International Data Communications Networks: The Experiences of American Companies,"Steinbart, Paul John and Nath, Ravinder",,,,
000161,article,10.2307/249114,1985,9,2,,MIS Quarterly,Implementation by Cultural Infusion: An Approach for Managing the Introduction of Information Technologies,"Sawy, Omar A. El",,,,
000162,article,10.2307/248891,1990,14,3,,MIS Quarterly,Intelligent Interface Design: An Empirical Assessment of Knowledge Presentation in Expert Systems,"Lamberti, Donna M. and Wallace, William A.",279,,,
000163,article,10.2307/248688,1987,11,3,,MIS Quarterly,The PIOCO Model for Information Systems Design,"Iivari, Juhani and Koskela, Erkki",,,,
000164,article,10.2307/25148732,2006,30,2,,MIS Quarterly,The Impact of Ideology on Effectiveness in Open Source Software Development Teams,Stewart and Gosain,291,,,
000165,article,10.2307/41703469,2012,36,2,,MIS Quarterly,IS Employee Attitudes and Perceptions at Varying Levels of Software Process Maturity,Ply and Moore and Williams and Thatcher,601,,,
000166,article,10.25300/MISQ/2013/37.4.10,2013,37,4,https://misq.umn.edu/control-balancing-in-information-systems-development-offshoring-projects.html,MIS Quarterly,Control Balancing in Information Systems Development Offshoring Projects,"Gregory, Robert Wayne and Beck, Roman and Keil, Mark",1211--1232,,,
000167,article,10.2307/4132314,2002,26,4,,MIS Quarterly,An Empirical Examination of Individual Traits as Antecedents to Computer Anxiety and Computer Self-Efficacy,"Thatcher, Jason Bennett and Perrewe, Pamela L.",381,,,
000168,article,10.2307/249734,1992,16,4,,MIS Quarterly,Organizational Experiences and Career Success of MIS Professionals and Managers: An Examination of Race Differences,"Igbaria, Magid and Wormley, Wayne M.",507,,,
000169,article,10.2307/249510,1993,17,1,,MIS Quarterly,Training End Users: An Experimental Investigation of the Roles of the Computer Interface and Training Methods,"Davis, Sid A. and Bostrom, Robert P.",61,,,
000170,article,10.25300/MISQ/2018/14103,2018,42,3,https://misq.umn.edu/know-when-to-run-recommendations-in-crowdsourcing-contests.html?SID=a8c3ub0214v89bip4a0qktvs05,MIS Quarterly,Know When to Run: Recommendations in Crowdsourcing Contests,"Mo, Jiahui and Sarkar, Sumit and Menon, Syam",919--944,,,
000171,article,10.2307/248865,1980,4,1,,MIS Quarterly,Impact of Organizational Maturity on Information System Skill Needs,"Benbasat, Izak and Dexter, Albert S. and Mantha, Robert W.",21,,,
000172,article,10.2307/20650291,2009,33,2,,MIS Quarterly,A Scientific Basis for Rigor in Information Systems Research,Lee and Hubona,237,,,
000173,article,10.25300/MISQ/2016/40.4.03,2016,40,4,https://misq.umn.edu/large-scale-network-analysis-for-online-social-brand-advertising.html,MIS Quarterly,Large-Scale Network Analysis for Online Social Brand Advertising,"Zhang, Kunpeng and Bhattacharyya, Siddhartha and Ram, Sudha",849--868,,,
000174,article,10.25300/MISQ/2020/14121,2020,44,3,https://misq.umn.edu/disentangling-the-impact-of-omnichannel-integratoin-on-consumer-behavior-in-integrated-sales-channels.html,MIS Quarterly,Disentangling the Impact of Omnichannel Integration on Consumer Behavior in Integrated Sales Channels,"Trenz, Manuel and Veit, Daniel J. and Tan, Chee-Wee",1207--1258,,,
