ID,orig_ID,orig_source,url,number,volume,year,doi,ENTRYTYPE,title,journal,author,pages,abstract,language,dblp_key
C_000116,000116,crossref,,3,9,1985,10.2307/248952,article,Information Systems Support for Group Planning and Decision-Making Activities,MIS Quarterly,"Rathwell, Margaret A. and Burns, Alan",,,,
C_000117,000117,crossref,https://misq.umn.edu/the-effects-of-participating-in-a-physician-driven-online-health-community-in-managing-chronic-disease-evidence-from-two-natural-experiments.html,1,44,2020,10.25300/MISQ/2020/15102,article,The Effects of Participating in a Physician-Driven Online Health Community in Managing Chronic Disease: Evidence from Two Natural Experiments,MIS Quarterly,"Liu, Qianqian Ben and Liu, Xiaoxiao and Guo, Xitong",391--419,,,
C_000118,000118,crossref,https://misq.umn.edu/an-enhanced-fear-appeal-rhetorical-framework-leveraging-threats-to-the-human-asset-through-sanctioning-rhetoric.html,1,39,2015,10.25300/MISQ/2015/39.1.06,article,An Enhanced Fear Appeal Rhetorical Framework: Leveraging Threats to the Human Asset Through Sanctioning Rhetoric,MIS Quarterly,"Johnston, Allen C. and Warkentin, Merrill and Siponen, Mikko",113--134,,,
C_000119,000119,crossref,https://misq.umn.edu/theoryon-a-design-framework-and-system-for-unlocking-behavioral-knowledge-through-ontology-learning.html,4,44,2020,10.25300/MISQ/2020/15323,article,TheoryOn: A Design Framework and System for Unlocking Behavioral Knowledge Through Ontology Learning,MIS Quarterly,"Li, Jingjing and Larsen, Kai and Abbasi, Ahmed",1733--1772,,,
C_000120,000120,crossref,https://misq.umn.edu/leveraging-philanthropic-behavior-for-customer-support-the-case-of-user-support-forums.html,1,38,2014,10.25300/MISQ/2014/38.1.09,article,Leveraging Philanthropic Behavior for Customer Support: The Case of User Support Forums,MIS Quarterly,"Jabr, Wael and Mookerjee, Radha and Tan, Yong and Mookerjee, Vijay S.",187--208,,,
C_000121,000121,crossref,https://misq.umn.edu/the-duality-of-empowerment-and-marginalization-in-microtask-crowdsourcing-giving-voice-to-the-less-powerful-through-value-sensitive-design.html,2,40,2016,10.25300/MISQ/2016/40.2.01,article,The Duality of Empowerment and Marginalization in Microtask Crowdsourcing: Giving Voice to the Less Powerful Through Value Sensitive Design,MIS Quarterly,"Deng, Xuefei (Nancy) and Joshi, K. D. and Galliers, Robert D.",279--302,,,
C_000122,000122,crossref,,4,39,2015,10.25300/MISQ/2015/39.4.6,article,Fit and Misfit of Plural Sourcing Strategies and IT-Enabled Process Integration Capabilities: Consequences of Firm Performance in the U.S. Electric Utility Industry,MIS Quarterly,"Rai, Arun and Arikan, Ilgaz and Pye, Jessica and Tiwana, Amrit",865--885,,,
C_000123,000123,crossref,,1,30,2006,10.2307/25148716,article,The Role of Cognitive Fit in the Relationship between Software Comprehension and Modification,MIS Quarterly,Shaft and Vessey,29,,,
C_000124,000124,crossref,https://misq.umn.edu/information-technology-impacts-on-firm-performance-an-extension-of-kohli-and-devaraj-2003.html,4,39,2015,10.25300/MISQ/2015/39.4.4,article,Information Technology Impacts on Firm Performance: An Extension of Kohli and Devaraj (2003),MIS Quarterly,"Sabherwal, Rajiv and Jeyaraj, Anand",809--836,,,
C_000125,000125,crossref,https://misq.umn.edu/commitment-and-replacement-of-existing-saas-delivered-applications-a-mixed-method-investigation.html,4,44,2020,10.25300/MISQ/2020/13216,article,Commitment and Replacement of Existing SaaS-Delivered Applications: A Mixed-Methods Investigation,MIS Quarterly,"Xiao, Xiao and Sarker, Saonee and Wright, Ryan T. and Sarker, Suprateek and Mariadoss, Babu John",1811--1857,,,
C_000126,000126,crossref,,2,6,1982,10.2307/249282,article,Chargeback Systems and User Involvement in Information Systems - An Empirical Investigation,MIS Quarterly,"Olson, Margrethe H. and Ives, Blake",47,,,
C_000127,000127,crossref,,2,8,1984,10.2307/249346,article,MIS Project Teams: An Investigation of Cognitive Style Implications,MIS Quarterly,"White, Kathy Brittain",95,,,
C_000128,000128,crossref,,3,23,1999,10.2307/249467,article,"""Seeding the Line"": Understanding the Transition from IT to Non-IT Careers",MIS Quarterly,"Reich, Blaize Horner and Kaarst-Brown, Michelle Lynn",337,,,
C_000129,000129,crossref,,1,23,1999,10.2307/249404,article,Rigor and Relevance: Careers on the Line,MIS Quarterly,"Applegate, Lynda M. and King, John L.",,,,
C_000130,000130,crossref,,4,10,1986,10.2307/249191,article,A Stochastic Dominance Approach to Risk Analysis of Computer Systems,MIS Quarterly,"Post, Gerald V. and Diltz, J. David",363,,,
C_000131,000131,crossref,,4,6,1982,10.2307/249068,article,Critical Success Factors of Chief MIS/DP Executives - An Addendum,MIS Quarterly,,,,,
C_000132,000132,crossref,,1,12,1988,10.2307/248807,article,"Critical Factors in the User Environment: An Experimental Study of Users, Organizations and Tasks",MIS Quarterly,"Yaverbaum, Gayle J.",75,,,
C_000133,000133,crossref,,2,24,2000,10.2307/3250941,article,Aligning the IT Human Resource with Business Vision: The Leadership Initiative at 3M,MIS Quarterly,"Roepke, Robert and Agarwal, Ritu and Ferratt, Thomas W.",327,,,
C_000134,000134,crossref,,3,17,1993,10.2307/249770,article,Assessing the Value of Conoco's EIS,MIS Quarterly,"Belcher, Lloyd W. and Watson, Hugh J.",,,,
C_000135,000135,crossref,,1,12,1988,10.2307/248801,article,Developing Capabilities to Use Information Strategically,MIS Quarterly,"Johnston, H. Russell and Carrico, Shelley R.",37,,,
C_000136,000136,crossref,,,30,2006,10.2307/25148768,article,Industry-Wide Information Systems Standardization as Collective Action: The Case of the U.S. Residential Mortgage Industry,MIS Quarterly,Markus and Steinfield and Wigand,439,,,
C_000137,000137,crossref,https://misq.umn.edu/when-statistical-significance-is-not-enough-investigating-relevance-practical-significance-and-statistical-significance.html,2,44,2020,10.25300/MISQ/2020/13932,article,"When Statistical Significance Is Not Enough: Investigating Relevance, Practical Significance, and Statistical Significance",MIS Quarterly,"Mohajeri, Kaveh and Mesgari, Mostafa and Lee, Allen S.",525--559,,,
C_000138,000138,crossref,https://misq.umn.edu/harnessing-the-power-of-self-organization-in-an-online-community-during-organizational-crisis.html,4,38,2014,10.25300/MISQ/2014/38.4.09,article,Harnessing the Power of Self-Organization in an Online Community During Organizational Crisis,MIS Quarterly,"Nan, Ning and Lu, Yong",1135--1157,,,
C_000139,000139,crossref,https://misq.umn.edu/ict-intermediaries-and-the-transformation-of-gendered-power-structures.html,2,40,2016,10.25300/MISQ/2016/40.2.13,article,"ICT, Intermediaries, and the Transformation of Gendered Power Structures",MIS Quarterly,"Oreglia, Elisa and Srinivasan, Janaki",501--510,,,
C_000140,000140,crossref,,1,40,2016,10.25300/MISQ/2016/40.1.03,article,Contract Design Choices and the Balance of Ex Ante and Ex Post Transaction Costs in Software Development Outsourcing,MIS Quarterly,"Benaroch, Michel and Lichtenstein, Yossi and Fink, Lior",57--82,,,
C_000141,000141,crossref,,3,32,2008,10.2307/25148855,article,Business Familiarity as Risk Mitigation in Software Development Outsourcing Contracts,MIS Quarterly,Gefen and Wyss and Lichtenstein,531,,,
C_000142,000142,crossref,,4,8,1984,10.2307/249093,article,Management Information Technology: Its Effects on Organizational Form and Function,MIS Quarterly,"Foster, Lawrence W. and Flynn, David M.",229,,,
C_000143,000143,crossref,,1,7,1983,10.2307/249073,article,Cost/Benefit Analysis of Computer Based Message Systems,MIS Quarterly,"Montgomery, Ian and Benbasat, Izak",,,,
C_000144,000144,crossref,,3,36,2012,10.2307/41703474,article,Editor's Comments: Riding the Wave: Past Trends and Future Directions for Health IT Research,MIS Quarterly,Romanow and Cho and Straub,iii,,,
C_000145,000145,crossref,,4,25,2001,10.2307/3250991,article,Revolution or Evolution? A Comparison of Object-Oriented and Structured Systems Development Methods,MIS Quarterly,"Sircar, Sumit and Nerur, Sridhar P. and Mahapatra, Radhakanta",,,,
C_000146,000146,crossref,,2,4,1980,10.2307/249335,article,Programmer and Analyst Time/Cost Estimation,MIS Quarterly,"Benbasat, Izak and Vessey, Iris",,,,
C_000147,000147,crossref,,1,6,1982,10.2307/248755,article,A Multiple Criteria Approach for Evaluating Information Systems,MIS Quarterly,"Chandler, John S.",,,,
C_000148,000148,crossref,,2,18,1994,10.2307/249762,article,Electronic Mail as a Medium for Rich Communication: An Empirical Investigation Using Hermeneutic Interpretation,MIS Quarterly,"Lee, Allen S.",143,,,
C_000149,000149,crossref,,4,39,2015,10.25300/MISQ/2015/39.4.7,article,Strike a Happy Medium: The Effect of IT Knowledge on Venture Capitalists' Overconfidence in IT Investments,MIS Quarterly,"Singh, Harpreet and Aggarwal, Rohit and Cojuharenco, Irina",887--908,,,
C_000150,000150,crossref,,3,15,1991,10.2307/249647,article,Supporting the Information Technology Champion,MIS Quarterly,"Beath, Cynthia Mathis",355,,,
C_000151,000151,crossref,,1,20,1996,10.2307/249544,article,Cognitive Elements in the Implementation of New Technology: Can Less Information Provide More Benefits?,MIS Quarterly,"Griffith, Terri L. and Northcraft, Gregory B.",99,,,
C_000152,000152,crossref,,4,13,1989,10.2307/248729,article,Integrating Islands of Automation,MIS Quarterly,"Hale, David P. and Haseman, William D. and Groom, Frank",,,,
C_000153,000153,crossref,,2,28,2004,10.2307/25148633,article,A Field Study of the Effect of Interpersonal Trust on Virtual Collaborative Relationship Performance,MIS Quarterly,Paul and McDaniel,183,,,
C_000154,000154,crossref,,2,8,1984,10.2307/249347,article,An Examination of Work-Related Correlates of Job Satisfaction in Programmer/Analysts,MIS Quarterly,"Goldstein, David K. and Rockart, John F.",103,,,
C_000155,000155,crossref,,4,8,1984,10.2307/249095,article,An Evaluation of Data Processing Steering Committees,MIS Quarterly,"Drury, D. H.",257,,,
C_000156,000156,crossref,,3,22,1998,10.2307/249669,article,"An Investigation of Media Selection among Directors and Managers: From ""Self"" to ""Other"" Orientation",MIS Quarterly,"Carlson, Patricia J. and Davis, Gordon B.",335,,,
C_000157,000157,crossref,,4,26,2002,10.2307/4132311,article,Understanding Network Effects in Software Markets: Evidence from Web Server Pricing,MIS Quarterly,"Gallaugher, John M. and Wang, Yu-Ming",303,,,
C_000158,000158,crossref,,1,35,2011,10.2307/23043487,article,A Set of Principles for Conducting Critical Research in Information Systems,MIS Quarterly,Myers and Klein,17,,,
C_000159,000159,crossref,https://misq.umn.edu/is-ai-ground-truth-really-true-the-dangers-of-training-and-evaluating-ai-tools-based-on-experts-know-what.html,3,45,2021,10.25300/MISQ/2021/16564,article,Is AI Ground Truth Really True? The Dangers of Training and Evaluating AI Tools Based on Experts’ Know-What,MIS Quarterly,"Lebovitz, Sarah and Levina, Natalia and Lifshitz-Assa, Hila",1501--1526,"Organizational decision-makers need to evaluate AI tools in light of increasing claims that such tools out-perform human experts. Yet, measuring the quality of knowledge work is challenging, raising the question of how to evaluate AI performance in such contexts. We investigate this question through a field study of a major U.S. hospital, observing how managers evaluated five different machine-learning (ML) based AI tools. Each tool reported high performance according to standard AI accuracy measures, which were based on ground truth labels provided by qualified experts. Trying these tools out in practice, however, revealed that none of them met expectations. Searching for explanations, managers began confronting the high uncertainty of experts’ know-what knowledge captured in ground truth labels used to train and validate ML models. In practice, experts address this uncertainty by drawing on rich know-how practices, which were not incorporated into these ML-based tools. Discovering the disconnect between AI’s know-what and experts’ know-how enabled managers to better understand the risks and benefits of each tool. This study shows dangers of treating ground truth labels used in ML models objectively when the underlying knowledge is uncertain. We outline implications of our study for developing, training, and evaluating AI for knowledge work.",,
C_000160,000160,crossref,,1,16,1992,10.2307/249701,article,Problems and Issues in the Management of International Data Communications Networks: The Experiences of American Companies,MIS Quarterly,"Steinbart, Paul John and Nath, Ravinder",,,,
C_000161,000161,crossref,,2,9,1985,10.2307/249114,article,Implementation by Cultural Infusion: An Approach for Managing the Introduction of Information Technologies,MIS Quarterly,"Sawy, Omar A. El",,,,
